filename,status,result,created,updated,comments,score,comments2,score2,fungi,reason,bytes,words,tokens,study,studyReason,md5,match_hash
Decolorization+of+triphenylmethane+and+azo+dyes+by+Citrobacter+sp._2006.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:28.308903,"The paper primarily focuses on the use of anaerobic sludge for the decolorization of synthetic dyes, which is related to bioremediation but does not specifically address mycoremediation, which involves fungi. The methods and organisms discussed are centered around anaerobic bacteria rather than fungi.",3.0,"The paper presents a detailed experimental study on the decolorization of various synthetic dyes (azo, anthraquinone, and triphenylmethane) using anaerobic sludge. It focuses on the degradation capabilities of the sludge, identifies degradation products, and employs analytical methods such as GC-MS and LC-MS to monitor metabolites, which is indicative of an experimental study in mycoremediation involving specific fungal species, as well as their enzymes' roles in bioremediation.",10.0,No,"The paper discusses the use of anaerobic sludge for dye decolorization, specifically mentioning various types of bacteria involved in the process, but does not mention the use of fungi for dye remediation.",86219.0,12969.0,23272.0,Experimental,"The paper presents new experiments on the decolorization of azo, anthraquinone, and triphenylmethane dyes using anaerobic sludge, including detailed methods and results of the experiments conducted.",d6957aa2cc77d9323960644d7dc8a5de,10.0
The+use+of+carb-shell+chitin+for+biological+denitrification%3A+Batch+and+column+tests_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:56:03.719672,"The paper is primarily focused on the use of crab-shell chitin as a substrate for the remediation of acid mine drainage (AMD), discussing its effectiveness in metal removal and neutralization of acidity, which are key aspects of mycoremediation. It evaluates the characteristics and performance of chitin in supporting sulfate-reducing bacteria (SRB) for AMD remediation, making it highly relevant to the field.",10.0,"The paper focuses on the use of crab-shell chitin for treating acid mine drainage (AMD), which involves experimental studies of the substrate's effectiveness in metal removal and neutralization. While it does not directly involve fungal species for bioremediation, it discusses the degradation processes facilitated by microbial communities, including sulfate-reducing bacteria, which suggests an indirect connection to mycoremediation concepts. However, it lacks a primary focus on the role of fungi or their enzymes.",8.0,No,"The paper discusses the use of crab-shell chitin for the remediation of acid mine drainage (AMD), but it does not involve fungi in the process. The focus is on chitin as a substrate supporting sulfate-reducing bacteria (SRB) for metal removal and pH neutralization.",55040.0,8381.0,14251.0,Experimental,"The paper presents new experiments using crab-shell chitin as a substrate for treating acid mine drainage (AMD) in both batch-microcosm and continuous-flow column tests, demonstrating its effectiveness in metal removal and pH neutralization.",d522fc0b72775c19eebb02adb61a5a8c,0.0
Electron+transfer+between+liver+microsomal+cytochrome+b5+and+cytochrome+p450+in+the+azoreductase+reaction_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:24.231175,"The paper focuses primarily on the use of the white rot fungus Thelephora sp. for the decolorization of azo dyes and dye industry effluent, which is a key aspect of mycoremediation. It discusses the mechanisms involved, the efficiency of various treatments, and the specific role of fungal enzymes in the decolorization process, thus making it highly relevant to the field of mycoremediation.",10.0,"The paper presents a direct experimental study using the white rot fungus Thelephora sp. for the decolorization of azo dyes, quantifying the degradation rates of specific dyes and examining the role of ligninolytic enzymes like laccase, lignin peroxidase, and manganese-dependent peroxidase in the bioremediation process. It emphasizes both the fungal activity and the enzymatic mechanisms involved, aligning perfectly with the domain of mycoremediation.",10.0,Yes,"The paper discusses the use of the white rot fungus Thelephora sp. for the decolorization of azo dyes, demonstrating its effectiveness in dye remediation.",18955.0,1640.0,6149.0,Experimental,"The paper presents new experiments on the decolourization of azo dyes and dye industry effluent using the white rot fungus Thelephora sp., detailing the methodologies and results of the experiments conducted.",a485bfb762142936abdb75abbeeaab83,6.0
mp-2.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:59:11.693168,"The paper primarily focuses on the decolorization and degradation of the dye malachite green using fungal species, specifically Aspergillus flavus and Alternaria solani. This directly relates to mycoremediation as it discusses the use of fungi for bioremediation of environmental pollutants.",10.0,"The paper focuses on the experimental study of mycoremediation, specifically examining the ability of the fungal species Aspergillus flavus and Alternaria solani to degrade and decolorize the dye malachite green. It discusses the methodologies used for decolorization and degradation, and the results indicate significant effectiveness of the fungi in this bioremediation process. Additionally, it provides insights into the mechanisms of decolorization, which aligns with the criteria for high relevance in mycoremediation studies.",10.0,Yes,"The paper investigates the decolorization and degradation of malachite green using two fungal species, Aspergillus flavus and Alternaria solani, demonstrating their potential for dye remediation.",11328.0,1707.0,3137.0,Experimental,"The paper presents original research investigating the decolorization and degradation of malachite green by the fungi Aspergillus flavus and Alternaria solani, including detailing the experimental methods and results achieved.",e903440c3700cae43ec751f4972eded4,0.0
Biochemical+and+molecular+characterization+of+an+azoreductase+from+Staphylococcus+aureus..._.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:13.660440,"The paper primarily discusses the role of bacterial azoreductases in the human gut microbiome, focusing on their prevalence, abundance, and potential uncharacterized enzymes involved in azo reduction, which directly relates to mycoremediation.",10.0,"The paper focuses on the experimental study of bacterial azoreductases in the human gut microbiome, detailing experiments that confirm the reduction of Acid Orange 7 by specific strains of bacteria. It also discusses the identification of putative azoreductases and their role in the degradation of azo dyes, which directly relates to mycoremediation. Additionally, the paper investigates the mechanisms of azo reduction, aligning with the key areas of mycoremediation research.",10.0,No,"The paper discusses the use of bacterial azoreductases for dye remediation, specifically focusing on the gut microbiome and the reduction of azo dyes by bacterial species. There is no mention of fungi being used for dye remediation.",69510.0,10372.0,20444.0,Experimental,"The paper presents new experiments confirming the azo reduction of Acid Orange 7 by multiple strains of Fusobacterium nucleatum, Bacteroides fragilis, and Clostridium clostridioforme, indicating it involves original experimental research.",f686cef79d6ff1a17b4338ae3f762096,5.0
Modification+of+bentonite+with+a+cationic+surfactant%3A+An+adsorption+study+of+textile+dye+Reactive+Blue+19_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:53:23.008239,The paper focuses on the adsorption of Acid Red 88 dye using HDTMA-modified bentonite and does not discuss mycoremediation or the use of fungi in the remediation process.,1.0,The paper focuses on the adsorption of Acid Red 88 dye using surfactant-modified bentonite and does not involve any experimental study of mycoremediation or the use of fungal species for bioremediation.,1.0,No,The paper focuses on the use of HDTMA-bentonite for the adsorption and removal of Acid Red 88 dye and does not mention the use of fungi for dye remediation.,43977.0,6603.0,12691.0,Experimental,"The paper presents new experiments on the synthesis of HDTMA-bentonite and its effectiveness in removing Acid Red 88 dye through various adsorption experiments, including kinetic, isotherm, and thermodynamic studies.",0ebcabd2943fb54d6839fbb8f2e961a4,3.0
A+new+alkali+thermos+table+azoreductase+from+Bacillus+sp.+Strain+SF_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:19.718701,"The paper primarily focuses on the decolorization of textile dyes using bacterial isolates and does not discuss mycoremediation, which specifically involves the use of fungi for bioremediation purposes.",2.0,"The paper focuses on bacterial isolates for the decolorization of textile dyes, rather than fungal species or mycoremediation. It does not involve any direct experiments with fungi or their enzymes related to bioremediation.",1.0,No,The paper focuses exclusively on the use of bacteria for dye remediation and does not mention or utilize fungi in the process.,34901.0,5419.0,10433.0,Experimental,"The paper presents new experiments involving the isolation of bacterial strains from textile effluent and their subsequent testing for dye decolorization under various conditions such as temperature, pH, and inoculum concentration, demonstrating original research findings in the field of bioremediation.",4489697c7a2dadaca2be509e5e6c5daf,4.0
Influence+of+temperature+on+Fenton%E2%80%99s+reaction+for+dye+degradation_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:31.729426,"The paper primarily discusses the Fenton oxidation process for treating landfill leachate and does not focus on mycoremediation, which involves the use of fungi to remediate contaminated environments.",2.0,"The paper focuses on the treatment of landfill leachate using the Fenton process and does not involve any experimental study related to mycoremediation or the use of fungal species for bioremediation. There is no mention of fungi, their degradation capabilities, or enzymes associated with fungal bioremediation.",1.0,No,The paper discusses the Fenton process for the treatment of landfill leachate but does not mention the use of fungi for dye remediation.,27913.0,4161.0,7995.0,Experimental,"The paper describes new experiments conducted on the Fenton oxidation of young landfill leachate, including the effects of temperature on the reaction kinetics and sludge properties, which indicates original experimental research rather than a summary of existing literature.",7c883e46d9829960e2c603b28daca17b,1.0
Fate+of+Azo+Dyes+in+Sludges_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:06.285492,"The paper primarily discusses the biodegradation of azo dyes using Bacillus megaterium, which is relevant to microbial degradation but does not focus on mycoremediation specifically. Mycoremediation involves fungi, not bacteria, thus the relevance is limited.",2.0,"The paper primarily focuses on the biodegradation of azo dyes by Bacillus megaterium and the characterization of the azoreductase enzyme involved in this process. It does not involve any experimental studies related to mycoremediation or the use of fungal species, which is essential for a paper to be considered relevant to the experimental study of mycoremediation.",1.0,No,"The paper discusses the biodegradation of azo dye using the bacterium Bacillus megaterium, not fungi.",31852.0,4897.0,9040.0,Experimental,"The paper presents new experiments on the biodegradation of azo dye by isolating a moderately halotolerant Bacillus megaterium and characterizing the azoreductase enzyme involved in the degradation process. It includes methodologies, results of dye degradation percentages, enzyme purification processes, and characterization of the enzyme, indicating original research rather than a summary of existing literature.",4cd1223e5955af31ec4659e334140a57,7.0
Enhanced+methylene+blue+decolourization+by+Rhodococcus+strain+UCC+0003+grown+in+banana+peel+agricultural+waste+through+response+surface+methodology_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:37.795524,"The paper primarily focuses on the use of the bacterium Rhodococcus pyridinivorans for the biodecolorization of crystal violet dye, which is a key aspect of mycoremediation, demonstrating effective bioremediation techniques and optimization strategies.",10.0,"The paper investigates the biodecolorization of crystal violet using Rhodococcus pyridinivorans, focusing on optimizing conditions for this process. However, it primarily discusses bacterial rather than fungal species and does not examine the role of fungal enzymes like laccase or manganese peroxidase, which are central to studies specifically on mycoremediation.",5.0,No,"The paper focuses on the use of a bacterium, Rhodococcus pyridinivorans, for the decolorization of crystal violet dye, not fungi.",42605.0,6288.0,11099.0,Experimental,"The paper describes new experiments conducted on the biodecolorization of crystal violet using Rhodococcus pyridinivorans, including optimization of various factors affecting decolorization efficiency.",4eba38539358dabfad97d427b9b27826,5.0
Removal+of+dyes+from+industrial+effluent+by+Fenton+process_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:16.872190,"The paper primarily focuses on various methods for the removal of dyes from industrial effluents, including adsorption techniques that utilize natural and agricultural waste materials, which are relevant to mycoremediation. However, while it mentions biological methods, including the use of fungi, it does not center specifically on mycoremediation as the main theme. Therefore, it is rated an 8 for its relevance to mycoremediation.",8.0,"The paper provides a comprehensive review of various methods for the removal of dyes from industrial effluents, including biological methods that mention the use of fungi for dye degradation. However, it does not focus solely on the experimental aspects of mycoremediation or the specific enzymatic activities of fungi in bioremediation processes, which would warrant a higher score.",8.0,Yes,"The paper discusses the use of various fungi species for the bioremediation of dyes, including their removal efficiencies for specific dyes such as Methylene blue, Malachite green, and Crystal violet.",84877.0,12385.0,22804.0,Summary,"The paper summarizes the results of existing research on various methods for the removal of dyes from industrial effluents, specifically focusing on the effectiveness of different adsorbents and processes without presenting new experimental data.",f52b7cbeefe00124431b21cc0f6b53e8,0.0
Some+Properties+of+Granular+Activated+Carbon-sequencing+Batch+Reactor+%28GAC-SBR%29+System+for+Treatment+of+Textile+Wastewater+Containing+Direct+Dyes_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:55:32.863488,"The paper discusses the use of a Sequencing Batch Reactor (SBR) system for the treatment of textile wastewater containing disperse dyes, which relates to mycoremediation in the broader context of biological treatment methods. However, it does not primarily focus on mycoremediation specifically, limiting its relevance to the topic.",7.0,"The paper provides extensive experimental data on the efficiency of a Sequencing Batch Reactor (SBR) system in treating textile wastewater containing disperse dyes. It specifically investigates the effects of bio-sludge concentration, dilution rates, and glucose supplementation on dye removal efficiencies, indicating a strong focus on mycoremediation processes, particularly involving the role of bio-sludge in degrading pollutants.",10.0,No,"The paper discusses the use of a sequencing batch reactor (SBR) system for textile wastewater treatment, focusing on color removal efficiencies with various dye concentrations, but does not mention the use of fungi for dye remediation.",66664.0,9805.0,26088.0,Experimental,"The paper presents new experiments on the efficiency of a Sequencing Batch Reactor (SBR) system for treating textile wastewater, including the effects of various parameters like bio-sludge concentration, dye concentration, and glucose supplementation, which are indicative of original research involving experimental methodologies.",02dd4ca8c4d78bb5d5935cc885de1407,2.0
Biotransformation+of+malachite+green+by+Saccharomyces+cerevisiae_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:14.927433,"The paper discusses the biotransformation of textile dyes using Saccharomyces cerevisiae, which involves aspects of biodegradation and bioremediation. However, it primarily focuses on yeast rather than fungi specifically associated with mycoremediation, which typically involves the use of fungal species in the context of environmental cleanup.",5.0,"The paper investigates the biotransformation of specific textile dyes (Carmoisine and Reactive Black 5) using the yeast Saccharomyces cerevisiae, detailing experimental methods and results relating to dye degradation. While it focuses on a yeast species rather than fungi in general, it provides relevant experimental data on bioremediation processes, which is closely related to mycoremediation.",8.0,Yes,"The paper discusses the use of Saccharomyces cerevisiae (a type of yeast, which is a fungus) for the biotransformation and degradation of the textile dyes Carmoisine and Reactive Black 5.",17141.0,2468.0,5139.0,Experimental,"The paper presents new experiments on the biotransformation of Carmoisine and Reactive Black 5 dyes using Saccharomyces cerevisiae, detailing the methodologies and results of the experiments conducted.",50df5fd5297fd880ee7aeb602faef9ee,0.0
Transformation+of+succinyl-CoA+to+methylmalonyl-CoA+by+methylmalonyl-CoA+mutase_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:56:22.043271,"The paper primarily discusses methylmalonyl-CoA mutase (MCM) in Escherichia coli, focusing on its metabolic role, gene expression, and implications for metabolic engineering, which are all directly relevant to the field of mycoremediation.",9.0,"The paper focuses on the study of methylmalonyl-CoA mutase in Escherichia coli, which is not related to mycoremediation or the experimental study of fungal species for bioremediation. It does not examine the ability of specific fungi to degrade pollutants or investigate fungal enzymes involved in bioremediation.",1.0,No,"The paper discusses the metabolism of Escherichia coli and the role of methylmalonyl-CoA mutase in carbon source utilization, but it does not mention the use of fungi for dye remediation.",347985.0,54580.0,96593.0,Experimental,"The paper contains new experiments conducted on the roles of the methylmalonyl-CoA mutase (MCM) in Escherichia coli, including growth analyses of both wild type and mutant strains, promoter analysis, mRNA quantification, enzyme activity assays, and genetic engineering applications. These experiments are aimed at understanding the metabolic role of MCM and its applications in metabolic engineering.",4607c13fcefc4214e4856dc761551530,1.0
Biodegradation+of+various+dyes+by+combined+bacterial+strains_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:59:10.351928,"The paper primarily discusses microbial degradation of dyes and does not focus on mycoremediation specifically. It highlights the use of various microorganisms, including bacteria and genetically modified organisms, for dye degradation, but does not specifically address the role of fungi or mycoremediation techniques.",1.0,"The paper provides a comprehensive overview of microbial degradation of dyes, particularly focusing on the role of microorganisms (including fungi and bacteria) in the degradation process. It discusses the mechanisms involved, including the use of genetically modified organisms (GMOs) to enhance dye degradation. While it does not focus exclusively on fungi, it emphasizes biological treatment methods, including enzymatic degradation, which aligns closely with mycoremediation principles.",8.0,Yes,"The paper discusses the role of various microorganisms, including fungi, in the biodegradation and decolorization of dyes, specifically mentioning their ability to mineralize and/or decolorize various dyes.",58529.0,8662.0,16744.0,Summary,"The paper summarizes existing knowledge and research findings on the microbial degradation of dyes, particularly focusing on various methodologies, factors affecting degradation, and the role of genetically modified organisms without presenting new experimental data.",47a385a60a593717ce2060b902c7fb31,0.0
Biosorption+of+copper+%28II%29+from+aqueous+solutions+by+Spirogyra+species_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:38.834020,"The paper discusses biosorption using green algae but focuses primarily on the removal of copper ions from wastewater rather than mycoremediation, which specifically involves the use of fungi.",4.0,"The paper focuses on the biosorption of copper ions using green algae (Spirogyra) and does not involve any experimental study related to mycoremediation, which specifically pertains to the use of fungi for bioremediation purposes.",1.0,No,"The paper discusses the biosorption of copper ions using green algae (Spirogyra) as a biosorbent, and does not mention the use of fungi for dye remediation.",10880.0,1688.0,3106.0,Experimental,"The paper presents new experiments investigating the biosorption of copper ions using the dead biomass of Spirogyra, including specific methods and results related to the effect of pH on metal removal efficiency.",a9476d2f6fd8ea968f0dcedce623fa56,0.0
Secondary+Treatment+Regulation_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:58:56.721012,"The paper primarily discusses regulations related to secondary treatment of wastewater, including definitions, sampling procedures, and effluent quality requirements. It does not address mycoremediation or the use of fungi in the remediation of contaminated environments.",1.0,The paper discusses regulations and definitions related to secondary treatment of wastewater but does not focus on experimental studies or mycoremediation involving fungal species or enzymes for bioremediation.,1.0,No,The paper discusses regulations and standards for secondary treatment of wastewater but does not mention the use of fungi for dye remediation.,16237.0,2325.0,3964.0,No,"The paper summarizes regulations and definitions related to secondary treatment and effluent quality, rather than presenting new experiments on fungi-based remediation.",9a8d927c36ebed0af55c5d54a33e00b4,0.0
Kinetics+of+wheat+straw+solid-state+fermentation+with+Trametes+versicolor+and+Pleurotus+ostreatus%3A+lignin+and+polysaccharide+alteration+of+related+enzymatic+activities_.txt,processed7,,2024-09-17 19:05:44.370984,2024-09-22 19:28:35.736846,"The paper focuses primarily on the biodegradation of textile dyes by fungi, specifically evaluating the decolorization capabilities of various soil fungal strains, which is a key aspect of mycoremediation. The study highlights the potential of these fungi as bioremediation agents for environmental cleanup, aligning closely with the principles of mycoremediation.",10.0,"The paper focuses on direct experiments involving fungal species for bioremediation, specifically examining the ability of fungi (A. niger, F. oxysporum, and T. lignorum) to degrade and decolorize various textile dyes. It also investigates the activity of enzymes like laccase in the fungal degradation process, demonstrating a strong relevance to the experimental study of mycoremediation.",10.0,Yes,"The paper discusses the use of soil fungal isolates (A. niger, F. oxysporum, and T. lignorum) for the biodegradation and decolorization of textile dyes, specifically using methods involving these fungi to remediate dye contamination.",42070.0,6075.0,10821.0,Experimental,"The paper presents new experiments on the biodegradation of textile dyes using three soil fungal isolates, including detailed methodologies and results of their decolorization capabilities, which indicates original research rather than a summary of existing literature.",48ef43c4983ecc8561ababe7d87eeaea,0.0
Induction+of+Stress+Response+Protein+HSP70_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:49:58.925792,The paper appears to be discussing an error related to file encryption and does not mention mycoremediation or any related topics.,1.0,The provided text does not contain any information related to mycoremediation or the experimental study of fungal species for bioremediation. It appears to be a technical error message regarding a missing library for file encryption.,1.0,No,The provided text does not indicate any use of fungi for dye remediation; it appears to be an error message related to a PDF file and cryptographic requirements.,118.0,11.0,33.0,Neither,"The input does not provide any information about the content of the paper, including whether it contains new experiments or summarizes existing research.",1d10105c67c1486ae167e71f6548e963,0.0
Cloning+of+a+Duganella+sp.+gene+encoding+for+a+synthase%2C+whose+activity+is+responsible+for+the+degradation+of+the+triphenylmethane+dye%2C+Brilliant+green_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:50:20.584627,"The paper primarily focuses on the biodegradation capabilities of actinomycetes, specifically targeting the degradation of triphenylmethane dyes and latex rubber, which directly relates to mycoremediation and microbial remediation practices.",10.0,"The paper discusses the biodegradation of triphenylmethane and azo dyes, focusing on actinomycetes and their enzymes involved in dye decolorization. It includes experimental studies on the identification and characterization of genes responsible for dye decolorization, suggesting a strong relevance to mycoremediation, although it primarily centers on actinomycetes rather than fungi. The study also touches on enzyme activity related to the degradation process.",9.0,No,The paper focuses on the biodegradation of dyes by actinomycetes and does not mention the use of fungi for dye remediation.,252755.0,33928.0,62888.0,Experimental,"The paper contains new experiments related to the biodegradation of dyes and latex rubber by actinomycetes, including the identification and characterization of specific genes responsible for decolorization, and various experimental methodologies employed to study the biodegradation processes.",57d446706c8d2788ec0700eea4f96037,5.0
Wastewater+inorganic+N+and+P+removal+by+immobilized+Chlorella+vulgaris_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:55:06.411631,"The paper discusses the use of microalgae in aquaculture systems for nitrogen removal but does not focus on mycoremediation specifically, which involves the use of fungi for remediation. The emphasis is on algal systems rather than fungal processes.",2.0,"The paper discusses the use of microalgae in aquaculture systems for removing ammonium and nitrate, but does not focus on fungal species or mycoremediation. It primarily addresses the growth and nutrient uptake of a filamentous microalga, Stigeoclonium nanum, rather than examining fungal degradation or bioremediation processes.",1.0,No,"The paper focuses on the use of the filamentous microalga Stigeoclonium nanum for the removal of ammonium and nitrate in recirculating aquaculture systems, but does not mention or utilize fungi for dye remediation.",40410.0,6022.0,11207.0,Experimental,"The paper presents new experiments involving the growth and nitrogen uptake of the microalga Stigeoclonium nanum immobilized in alginate beads, including comparisons of different culture conditions and the effects on ammonia and nitrate removal in a recirculating aquaculture system.",10cfdb6cea85214c181291c77661119e,4.0
Biodegradation+aspects+of+polycyclic+aromatic+hydrocarbons+%28PAHs%29%3A+a+review_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:58:15.625136,"The paper provides an extensive review of the biodegradation of polycyclic aromatic hydrocarbons (PAHs) specifically through fungal enzymes, focusing on various fungal species known for their mycoremediation capabilities. It discusses the mechanisms, pathways, and factors influencing fungal biodegradation, making it primarily relevant to the field of mycoremediation.",10.0,"The paper provides a comprehensive review of the biodegradation of polycyclic aromatic hydrocarbons (PAHs) by various fungal species, specifically highlighting the role of enzymes such as lignin peroxidase, manganese peroxidase, and laccase in the degradation process. It discusses the specific fungal strains used for PAH degradation, their enzymatic mechanisms, and the factors influencing their activity, which aligns perfectly with the focus on mycoremediation and the experimental study of fungal enzymes in bioremediation.",10.0,Yes,"The paper discusses the use of various fungal strains, such as Phanerochaete chrysosporium and Pleurotus ostreatus, for the degradation of polycyclic aromatic hydrocarbons (PAHs) through their ligninolytic enzymes, which are specifically involved in the biodegradation of these compounds.",143132.0,20952.0,45985.0,Summary,"The paper summarizes the role of fungal enzymes in the biodegradation of polycyclic aromatic hydrocarbons (PAHs) and reviews various studies related to this topic, rather than presenting new experimental results.",3e1d65574eef8f0690f71f992793aec3,0.0
Predicting+Diffused-Bubble+Oxygen+Transfer+Rate+Using+the+Discrete-Bubble+Model_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:49:51.532368,The paper discusses a discrete-bubble model for predicting oxygen transfer rates in water systems but does not mention or relate to mycoremediation or the use of fungi in remediation processes.,1.0,"The paper focuses on a discrete-bubble model for predicting oxygen transfer in water systems, specifically dealing with aeration and bubble dynamics, without any mention of mycoremediation or fungal species.",1.0,No,"The paper discusses a discrete-bubble model for predicting oxygen transfer rates in water systems, specifically focusing on bubble dynamics and mass transfer, without any mention or use of fungi for dye remediation.",31025.0,4284.0,8634.0,Experimental,"The paper describes new experiments conducted using a discrete-bubble model to predict the oxygen transfer rate in diffused-bubble systems, including detailed experimental methods and results from oxygen transfer tests.",d8e095afbc3c399c8f2f2f9e1ec8b00b,0.0
Purification+and+characterization+of+a+temperature+-and+pH+-stable+laccase+from+the+spores+of+Bacillus+vallismortis+fmb+-103+and+its+application+in+the+degradation+of+malachite+green_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:57:35.346522,"The paper discusses the purification and characterization of a laccase enzyme from Bacillus cereus UV25, which is relevant to mycoremediation as laccases are known to play a role in the degradation of environmental pollutants, including phenolic compounds. However, the primary focus of the study is on the application of the enzyme in fruit juice processing rather than directly addressing mycoremediation practices.",6.0,"The paper primarily focuses on the purification and characterization of a bacterial laccase from Bacillus cereus, discussing its potential applications in fruit juice processing. While it mentions laccase's role in bioremediation and the degradation of phenolic compounds, it does not provide direct experimental studies or results specifically related to mycoremediation, which involves fungi specifically, nor does it emphasize the degradation of dyes or pollutants typical of mycoremediation studies.",3.0,No,"The paper discusses the purification and characterization of an extracellular thermostable laccase from Bacillus cereus, which is a bacterial source, and does not involve fungi for dye remediation.",63806.0,9641.0,18695.0,Experimental,"The paper presents new experiments involving the purification and characterization of an extracellular laccase from Bacillus cereus UV25, along with its application in enriching fruit juices, highlighting original findings rather than summarizing existing literature.",d9204feecdf2d514d91ed9b5104fd7a2,4.0
Treatment+of+the+serotonin+syndrome+with+cyproheptadine_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:47.684561,"The paper discusses a clinical case of serotonin syndrome, which is unrelated to mycoremediation, a field focused on the use of fungi to remediate contaminated environments.",1.0,"The paper discusses a clinical case of serotonin syndrome and its diagnosis and management, which is unrelated to mycoremediation or any experimental studies involving fungi or bioremediation.",1.0,No,"The paper discusses serotonin syndrome and its clinical implications, but does not mention the use of fungi for dye remediation.",12224.0,1787.0,3170.0,No,"The paper presents a clinical vignette discussing a case of serotonin syndrome and summarizes existing knowledge about the condition, its diagnosis, and treatment options rather than presenting new experimental research.",529f94626667c73c9e3b13fafe3c042d,0.0
Determination+of+several+industrial+aromatic+amines+in+fish_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:54:35.985765,"The paper primarily discusses toxicological profiles, environmental monitoring, and health risks associated with 3,3'-dichlorobenzidine, with no mention of mycoremediation or fungal remediation techniques.",1.0,"The paper primarily discusses the toxicity, metabolism, and environmental impact of 3,3'-dichlorobenzidine and related compounds, without focusing on the experimental study of mycoremediation or the role of fungi in bioremediation processes.",1.0,No,"The paper does not mention the use of fungi for dye remediation; it primarily discusses the properties and effects of 3,3'-dichlorobenzidine.",34974.0,4042.0,11753.0,No,The paper consists solely of references and does not present new experiments or original research on fungi based remediation.,221e096c381cda48ca74352aaeede2bd,1.0
Physisorption+of+gases%2C+with+special+reference+to+the+evaluation+of+surface+area+and+pore+size+distribution+%28IUPAC+Technical+Report%29_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:27.693234,"The paper focuses on physisorption of gases and the characterization of porous solids, which does not relate to mycoremediation. Mycoremediation specifically involves the use of fungi to degrade or remove pollutants, which is not addressed in this technical report.",1.0,"The paper discusses physisorption of gases and methodologies for evaluating surface area and pore size distribution, which are not related to mycoremediation or the experimental study of fungal species for bioremediation.",1.0,No,The paper discusses physisorption of gases and does not mention the use of fungi for dye remediation.,78056.0,11628.0,17560.0,Summary,"The paper is a technical report that updates and summarizes existing methodologies and classifications related to physisorption of gases, specifically surface area and pore size analysis, rather than presenting new experiments on fungi-based remediation.",72e3c70eb2f2d3fbdf6128e5f72717a9,0.0
Biodegradation+of+Crystal+Violet+by+Agrobacterium+radiobacter_.txt,processed6,,2024-09-17 19:05:44.370984,2024-09-22 04:52:10.047736,"The paper primarily focuses on the biodegradation of Crystal Violet by Agrobacterium radiobacter, which is a bacterial process rather than mycoremediation, which specifically involves fungi. While it mentions microbial activity, it does not pertain to mycoremediation techniques or fungi.",2.0,"The paper primarily focuses on the biodegradation of Crystal Violet by Agrobacterium radiobacter, which is a bacterial species, not a fungal species. While it does mention the involvement of laccase and other enzymes in the degradation process, the main subject of study is not mycoremediation involving fungi, but rather bacterial remediation. Therefore, it is somewhat relevant but does not meet the criteria for a high score.",5.0,No,The paper focuses on the biodegradation of the dye Crystal Violet by the bacterium Agrobacterium radiobacter and does not mention the use of fungi for dye remediation.,11171.0,1601.0,3041.0,Experimental,"The paper presents new experiments on the biodegradation of Crystal Violet by Agrobacterium radiobacter, including details on the degradation process, enzyme involvement, and operational parameters for maximal decolorization.",a783f0fda7dc66d5678aad44ee793d7c,0.0
